frame_no,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7
0,0.0,3.955749046558227,8.069345131468744,19.5281929431824,16.37934506841504,15.142897586559313,12.92675539678581,8.655742772200194
1,0.0,3.343351193340708,8.63459071006784,19.87388039481825,16.123352314440798,15.104922632583026,12.923708132633342,8.62799827994559
2,0.0,2.800325126110748,9.011471128453069,19.90701415913384,16.09243671892419,15.075558424753856,12.860370687820904,8.550242406871583
3,0.0,2.5584410285940664,9.572926734314992,19.850194618786134,16.02711574507511,14.972950100591683,12.874358796373077,8.673496388689395
4,0.0,2.210724453213077,9.886974192574256,19.91365973362188,16.35019038963282,14.84196422823788,12.946529226419193,8.636758789656533
5,0.0,2.1243628944185096,9.95768396922562,19.801712298965377,15.970731086423395,14.93129236648208,12.875689892705644,8.553633380434249
6,0.0,2.0016763224677634,10.096450692464652,19.79490770553706,16.01050930091585,14.862974169437456,12.853957341647307,8.781597150851628
7,0.0,1.878435979172297,10.22636891986344,19.800480536200624,16.051701006601288,14.803422828969936,12.841725461885966,8.896431239720917
8,0.0,1.784358432743312,10.404848960751556,19.7491676888734,16.012627159703616,14.801117592091432,12.801136485899638,8.895072547338488
9,0.0,1.7081096352365628,10.568383044005143,19.66768194473448,15.999114171558396,14.793515505668376,12.773186042113938,8.836540986881571
10,0.0,1.666305485647963,10.64146808874646,19.61928615890508,16.06018390254642,14.7596075065236,12.770121586755316,8.883915990125383
11,0.0,1.627046786747439,10.746467274808095,19.515307390675435,16.07388210063281,14.782992103276005,12.83647595059636,8.891282816708141
12,0.0,1.3460354208994565,10.81184250464625,19.571302365414656,16.002245313472333,14.833559540292498,12.801901979962896,8.874704456646297
13,0.0,1.4731217979557834,10.868579357257891,19.571996718169235,16.023027571141874,14.815389031828463,12.827243204221311,8.926295246441134
14,0.0,1.4731217979557834,10.868579357257891,19.571996718169235,16.023027571141874,14.815389031828463,12.827243204221311,8.926295246441134
15,0.0,1.3022359199693363,10.880208243389404,19.54480594044178,15.962164356496745,14.866063244813065,12.862703620098111,8.740749999303196
16,0.0,1.2613105710765082,10.941143470619508,19.58050004794553,15.886695139967484,14.883360136614003,12.80675819016129,8.789810104485634
17,0.0,1.1877363541751669,10.882991762806263,19.66436532848521,15.960605883898252,14.92371928617009,12.849690378183308,8.837251166777998
18,0.0,1.122993693481408,11.031198348870136,19.63748802015318,15.919509998932291,14.806790601366234,12.839905661839524,8.881990976981887
19,0.0,1.071705987382367,11.109089643811147,19.61287465928416,15.944223169142292,14.796345686157816,12.75920880739376,8.824134001382102
20,0.0,1.0219312615933298,11.16213132150616,19.56939878146176,16.043579479249843,14.728539814561463,12.801059049306737,8.838468099634813
21,0.0,1.0008823052065332,11.14073089511125,19.607416114155114,16.1910079100837,14.779676688860008,12.768288886076132,8.835167222824673
22,0.0,1.062784007810473,11.147928749702515,19.46118272087689,16.272514414462307,14.78126294056398,12.786677444228378,8.963841505965998
23,0.0,1.0273522844409495,11.134690101190708,19.51413021436717,16.209060601360143,14.684079808977438,12.803832619794903,8.936114827427094
24,0.0,0.9967432196608008,11.145716162968322,19.594565333662548,16.21517787060227,14.790420712605782,12.754772695671669,8.85959158687456
25,0.0,1.024041987164123,11.216696744645398,19.533366737060387,15.96270725741758,14.828423938223544,12.74005178015191,8.76446363415086
26,0.0,1.1583047758089084,11.157830034204643,19.560366419953585,15.76030078309821,14.856930151418911,12.864117070404808,8.62988878901188
27,0.0,0.8500754554747461,11.117941379704847,19.45991940149869,16.180639453188334,14.989277738744205,12.940172393870354,8.627402176876304
28,0.0,1.010946962050291,11.15471983945036,19.42172997063575,16.357830455069013,14.826472013528631,12.88311084631971,8.71786689115676
29,0.0,1.0019536405275846,11.145654014874369,19.49142130402191,16.285317731033132,15.046276582258452,12.810545892852204,8.576486706276869
30,0.0,0.8322249434055132,10.947523196178592,19.64886927408481,16.231083754431378,15.307609431555834,13.083432858809267,8.892330249609257
31,0.0,0.7110783706429442,10.57830265989378,19.58775548693909,16.76232006078603,15.68987831096316,12.883226997740929,8.527210065849111
32,0.0,1.2157612193994318,10.488174785664077,19.88508355526166,17.237467311030233,16.139480881685586,13.104222921394449,8.895207727332338
33,0.0,1.1143099246824872,9.569178516094707,20.60587764321908,18.01601988906856,17.133177678223234,13.407245906309416,9.197294354170122
34,0.0,2.0433287771275044,9.23289565566428,20.690213030410504,17.24880443623984,17.563255329479205,13.638163508192935,8.866451488445735
35,0.0,2.8719965463292234,8.97860551712863,20.271554269691983,16.138414848390475,17.741907817846737,13.989220512851285,9.304973227112525
36,0.0,3.663137233117014,9.095117773527194,19.211479141698888,14.654842630668778,17.97530406837192,15.658085472337518,11.442278598890177
37,0.0,5.041172478502853,9.395890987083058,19.09645364299664,13.626224639494737,17.669334578050147,16.11444176074801,12.81349668038506
38,0.0,6.005876931533721,10.07841764843898,18.761884248590928,13.99206097982928,17.631071224127247,15.874533628494287,12.721990941547874
39,0.0,6.859763592561276,10.736208228168396,19.69030921040476,14.354743924969622,17.399681392552175,17.116739757345663,14.153840321237135
40,0.0,7.278098486453668,10.374810605535885,20.27721624048276,14.531374075782017,17.199222730460466,17.52969796907958,14.906242547495706
41,0.0,7.553399462037838,10.59165586746006,20.42847594460164,14.250708165061347,16.708610795457293,17.672312969253554,15.476336544363573
42,0.0,7.901843746108068,10.569990069526398,20.536036373309752,13.84280268949426,15.951662511925022,17.77775007651102,15.876101765069844
43,0.0,8.241075613671056,10.492155422292411,20.19525384977993,13.768694674940605,15.957012911194436,17.68596545541129,16.435247858595048
44,0.0,8.54895169324238,10.200431133783956,20.08250537344323,13.670820714830851,15.843256729942398,17.333455195382474,16.548401990022537
45,0.0,9.20989641456297,9.48170271756376,18.657065389243705,13.666463544136548,16.785068817773215,17.47498250760458,15.195777132237591
46,0.0,8.775653460797589,8.708456622849857,17.35075372024984,14.722975856935395,18.154078099011286,17.01165853781676,14.07594254801676
47,0.0,7.790713307869637,7.780749021103672,18.06784094507478,15.145930507719962,19.25816191553288,16.15476963140756,12.915604838296389
48,0.0,6.514277797303769,5.768637340984795,19.14487937454302,16.67093583740069,19.72610593438225,14.650813356674062,10.35523442906308
49,0.0,6.143948419088741,4.635977097671436,20.328989555087364,17.748050277766342,20.37810780095036,14.158283996396278,8.673801962606047
50,0.0,6.491000806938968,3.872795388361904,21.0695928442203,18.17318728339672,20.441061915096544,13.856124035191582,7.257468451388251
51,0.0,6.87882151631622,4.722856084356752,21.476184960504387,17.883728294021594,18.82994420976094,13.050917162716958,7.059238907084366
52,0.0,7.171973122315366,4.882496186218066,21.74174808396678,17.852322631393744,17.912992183164366,12.403190808047013,7.034038244978901
53,0.0,7.631988099009384,4.67415563234576,21.24606357595029,17.922006157819037,17.34701151140825,12.1790671954035,7.150133525155619
54,0.0,8.140315522813687,4.725126958269531,21.25402189576322,17.841218760929653,17.394677017882902,11.828417076539086,6.81857877471005
55,0.0,8.564197364373486,4.143364193494811,20.98455726796749,17.708906825975966,17.53540676853657,12.191221592255834,7.090850157020457
56,0.0,8.488975235154966,3.2825107955573465,21.04615528837626,18.209694139391377,17.884234246469955,12.109522893392212,6.807292687608095
57,0.0,7.550440493600893,3.147382603415834,21.35122786513267,17.499341215934727,18.53326048334769,13.405845638506015,8.140886105591717
58,0.0,6.999677363560793,3.51318727171882,21.025478381252288,16.758672077853063,18.26896019131584,14.339394931959642,9.267047893353514
59,0.0,7.2427321520307055,3.885057597687013,20.3729467048322,15.83653723413034,17.592928104319192,14.91330283675621,10.384890981815383
60,0.0,7.313635611339806,5.750760344826001,19.517568970991185,14.946463367130734,18.60596091243918,15.92387191816265,11.57065497004449
61,0.0,7.638347666746327,6.902724102643771,18.74050108456452,15.280701406405951,18.12428866959501,15.926623553455713,12.149568000695728
62,0.0,7.992793227716443,7.673202361567982,17.87216442276513,15.286169363233544,18.47664478344369,16.301072100060804,12.39514582668864
63,0.0,8.019241087686284,8.225670813162214,18.095124336297296,15.272386266144451,18.21986850595818,17.45905624175832,13.831761891696416
64,0.0,7.779494138838848,9.261283368823634,17.94097598539344,14.931594250161991,17.80841788076762,17.799731483972888,14.270780290676546
65,0.0,7.618806145518869,10.096659532424566,17.97564618167529,15.01393979360315,17.376444337935126,18.07637192313152,14.411316002940731
66,0.0,7.497990124220248,10.692028973359808,17.971527647743816,15.263470561007107,16.999873425118587,17.94522501819953,14.322003516572634
67,0.0,7.243740786829231,11.11705758830554,18.33695899814444,15.339025979153744,16.5619245314177,17.977353597216926,14.357884440696736
68,0.0,7.149664535475136,11.437284484050672,18.4423118221852,15.295325724715404,16.36275746869019,17.95334304503827,14.41725655446165
69,0.0,7.106185642789758,12.023263895886044,18.34494944455428,15.069775003720096,16.696471190220414,18.365571381709213,14.84678567810844
70,0.0,6.689040876921873,12.253925725032474,18.415412697075883,15.02564038156166,16.710680443275354,18.18841997395703,15.182814709862631
71,0.0,6.410179443536606,12.24607192292006,18.59327747992584,14.987579288435516,17.280925542239267,18.07840183852308,15.14727076661495
72,0.0,6.627090962382883,11.542112257399577,18.53961794318356,15.549950350532226,17.62556544217846,17.544241325037294,13.79367491043343
73,0.0,7.040188520102987,10.86228009422024,17.958626961203223,15.556855821675423,17.68107226141878,17.338149739388236,12.733697604263666
74,0.0,5.808907141399676,9.624176487411406,17.312965112867893,15.72909609882819,18.95746928847537,16.89906574034616,11.920934070471835
75,0.0,4.043673671601007,7.749565970744196,18.61759513014206,16.904424974371963,20.90031681979876,16.01211594821879,10.46366763544712
76,0.0,3.6427156734337207,6.76355258588231,19.768000656928745,17.31732474198132,21.08085124596833,15.216398932849858,9.538462338424312
