frame_name,x,y,points,frame,video_name,subject
frame_0000.png,54,122,p1,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,61,118,p2,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,68,115,p3,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,75,115,p4,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,81,115,p5,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,84,115,p6,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,90,118,p7,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,94,119,p8,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,99,122,p9,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,104,126,p10,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,107,132,p11,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,107,138,p12,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,106,145,p13,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,106,153,p14,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,104,160,p15,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,103,166,p16,0,recording_2022-08-17_trial2-arm,0
