frame_name,x,y,points,frame,video_name,subject
frame_0000.png,208,157,p1,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,205,131,p2,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,195,102,p3,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,178,80,p4,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,148,68,p5,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,134,73,p6,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,131,94,p7,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,133,113,p8,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,147,130,p9,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,160,143,p10,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,169,167,p11,0,recording_2022-08-17_trial2-arm,0
