frame_name,x,y,points,frame,video_name,subject
frame_0000.png,202,158,p1,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,201,132,p2,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,192,103,p3,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,170,82,p4,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,148,78,p5,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,134,93,p6,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,130,111,p7,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,133,132,p8,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,138,153,p9,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,143,177,p10,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,103,165,p11,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,107,150,p12,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,108,135,p13,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,104,123,p14,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,89,116,p15,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,72,116,p16,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,54,119,p17,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,66,98,p18,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,79,87,p19,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,91,65,p20,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,86,54,p21,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,67,45,p22,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,48,41,p23,0,recording_2022-08-17_trial2-arm,0
frame_0010.png,202,156,p1,10,recording_2022-08-17_trial2-arm,0
frame_0010.png,199,129,p2,10,recording_2022-08-17_trial2-arm,0
frame_0010.png,190,100,p3,10,recording_2022-08-17_trial2-arm,0
frame_0010.png,168,79,p4,10,recording_2022-08-17_trial2-arm,0
frame_0010.png,147,77,p5,10,recording_2022-08-17_trial2-arm,0
frame_0010.png,133,93,p6,10,recording_2022-08-17_trial2-arm,0
frame_0010.png,130,110,p7,10,recording_2022-08-17_trial2-arm,0
frame_0010.png,132,131,p8,10,recording_2022-08-17_trial2-arm,0
frame_0010.png,135,151,p9,10,recording_2022-08-17_trial2-arm,0
frame_0010.png,141,177,p10,10,recording_2022-08-17_trial2-arm,0
frame_0010.png,102,166,p11,10,recording_2022-08-17_trial2-arm,0
frame_0010.png,106,148,p12,10,recording_2022-08-17_trial2-arm,0
frame_0010.png,107,135,p13,10,recording_2022-08-17_trial2-arm,0
frame_0010.png,103,123,p14,10,recording_2022-08-17_trial2-arm,0
frame_0010.png,88,118,p15,10,recording_2022-08-17_trial2-arm,0
frame_0010.png,70,117,p16,10,recording_2022-08-17_trial2-arm,0
frame_0010.png,54,119,p17,10,recording_2022-08-17_trial2-arm,0
frame_0010.png,66,98,p18,10,recording_2022-08-17_trial2-arm,0
frame_0010.png,80,85,p19,10,recording_2022-08-17_trial2-arm,0
frame_0010.png,91,65,p20,10,recording_2022-08-17_trial2-arm,0
frame_0010.png,85,52,p21,10,recording_2022-08-17_trial2-arm,0
frame_0010.png,63,45,p22,10,recording_2022-08-17_trial2-arm,0
frame_0010.png,46,42,p23,10,recording_2022-08-17_trial2-arm,0
