frame_name,x,y,points,frame,video_name,subject
frame_0000.png,196,160,p1,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,195,144,p2,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,194,129,p3,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,192,116,p4,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,187,105,p5,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,181,95,p6,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,171,87,p7,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,160,86,p8,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,149,86,p9,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,140,90,p10,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,138,97,p11,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,136,108,p12,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,136,119,p13,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,138,133,p14,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,140,142,p15,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,143,152,p16,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,146,162,p17,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,152,171,p18,0,recording_2022-08-17_trial2-arm,0
