frame_name,x,y,points,frame,video_name,subject
frame_0000.png,204,158,p1,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,204,151,p2,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,203,142,p3,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,202,131,p4,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,200,122,p5,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,197,112,p6,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,193,103,p7,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,186,92,p8,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,177,84,p9,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,168,79,p10,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,161,75,p11,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,150,75,p12,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,142,78,p13,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,136,82,p14,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,133,90,p15,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,132,98,p16,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,131,106,p17,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,131,112,p18,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,132,121,p19,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,132,126,p20,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,132,133,p21,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,134,140,p22,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,136,149,p23,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,137,156,p24,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,138,162,p25,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,139,167,p26,0,recording_2022-08-17_trial2-arm,0
frame_0000.png,142,173,p27,0,recording_2022-08-17_trial2-arm,0
