frame_name,tx_mode,frame,subject,annotated,video_name
frame_0000.png,hftx,0,0,True,recording_2022-08-17_trial2-arm
frame_0001.png,hftx,1,0,False,recording_2022-08-17_trial2-arm
frame_0002.png,hftx,2,0,False,recording_2022-08-17_trial2-arm
frame_0003.png,hftx,3,0,False,recording_2022-08-17_trial2-arm
frame_0004.png,hftx,4,0,False,recording_2022-08-17_trial2-arm
frame_0005.png,hftx,5,0,False,recording_2022-08-17_trial2-arm
frame_0006.png,hftx,6,0,False,recording_2022-08-17_trial2-arm
frame_0007.png,hftx,7,0,False,recording_2022-08-17_trial2-arm
frame_0008.png,hftx,8,0,False,recording_2022-08-17_trial2-arm
frame_0009.png,hftx,9,0,False,recording_2022-08-17_trial2-arm
frame_0010.png,hftx,10,0,False,recording_2022-08-17_trial2-arm
frame_0011.png,hftx,11,0,False,recording_2022-08-17_trial2-arm
frame_0012.png,hftx,12,0,False,recording_2022-08-17_trial2-arm
frame_0013.png,hftx,13,0,False,recording_2022-08-17_trial2-arm
frame_0014.png,hftx,14,0,False,recording_2022-08-17_trial2-arm
frame_0015.png,hftx,15,0,False,recording_2022-08-17_trial2-arm
frame_0016.png,hftx,16,0,False,recording_2022-08-17_trial2-arm
frame_0017.png,hftx,17,0,False,recording_2022-08-17_trial2-arm
frame_0018.png,hftx,18,0,False,recording_2022-08-17_trial2-arm
frame_0019.png,hftx,19,0,False,recording_2022-08-17_trial2-arm
frame_0020.png,hftx,20,0,False,recording_2022-08-17_trial2-arm
frame_0021.png,hftx,21,0,False,recording_2022-08-17_trial2-arm
frame_0022.png,hftx,22,0,False,recording_2022-08-17_trial2-arm
frame_0023.png,hftx,23,0,False,recording_2022-08-17_trial2-arm
frame_0024.png,hftx,24,0,False,recording_2022-08-17_trial2-arm
frame_0025.png,hftx,25,0,False,recording_2022-08-17_trial2-arm
frame_0026.png,hftx,26,0,False,recording_2022-08-17_trial2-arm
frame_0027.png,hftx,27,0,False,recording_2022-08-17_trial2-arm
frame_0028.png,hftx,28,0,False,recording_2022-08-17_trial2-arm
frame_0029.png,hftx,29,0,False,recording_2022-08-17_trial2-arm
frame_0030.png,hftx,30,0,False,recording_2022-08-17_trial2-arm
frame_0031.png,hftx,31,0,False,recording_2022-08-17_trial2-arm
frame_0032.png,hftx,32,0,False,recording_2022-08-17_trial2-arm
frame_0033.png,hftx,33,0,False,recording_2022-08-17_trial2-arm
frame_0034.png,hftx,34,0,False,recording_2022-08-17_trial2-arm
frame_0035.png,hftx,35,0,False,recording_2022-08-17_trial2-arm
frame_0036.png,hftx,36,0,False,recording_2022-08-17_trial2-arm
frame_0037.png,hftx,37,0,False,recording_2022-08-17_trial2-arm
frame_0038.png,hftx,38,0,False,recording_2022-08-17_trial2-arm
frame_0039.png,hftx,39,0,False,recording_2022-08-17_trial2-arm
frame_0040.png,hftx,40,0,False,recording_2022-08-17_trial2-arm
frame_0041.png,hftx,41,0,False,recording_2022-08-17_trial2-arm
frame_0042.png,hftx,42,0,False,recording_2022-08-17_trial2-arm
frame_0043.png,hftx,43,0,False,recording_2022-08-17_trial2-arm
frame_0044.png,hftx,44,0,False,recording_2022-08-17_trial2-arm
frame_0045.png,hftx,45,0,False,recording_2022-08-17_trial2-arm
frame_0046.png,hftx,46,0,False,recording_2022-08-17_trial2-arm
frame_0047.png,hftx,47,0,False,recording_2022-08-17_trial2-arm
frame_0048.png,hftx,48,0,False,recording_2022-08-17_trial2-arm
frame_0049.png,hftx,49,0,False,recording_2022-08-17_trial2-arm
frame_0050.png,hftx,50,0,False,recording_2022-08-17_trial2-arm
frame_0051.png,hftx,51,0,False,recording_2022-08-17_trial2-arm
frame_0052.png,hftx,52,0,False,recording_2022-08-17_trial2-arm
frame_0053.png,hftx,53,0,False,recording_2022-08-17_trial2-arm
frame_0054.png,hftx,54,0,False,recording_2022-08-17_trial2-arm
frame_0055.png,hftx,55,0,False,recording_2022-08-17_trial2-arm
frame_0056.png,hftx,56,0,False,recording_2022-08-17_trial2-arm
frame_0057.png,hftx,57,0,False,recording_2022-08-17_trial2-arm
frame_0058.png,hftx,58,0,False,recording_2022-08-17_trial2-arm
frame_0059.png,hftx,59,0,False,recording_2022-08-17_trial2-arm
frame_0060.png,hftx,60,0,False,recording_2022-08-17_trial2-arm
frame_0061.png,hftx,61,0,False,recording_2022-08-17_trial2-arm
frame_0062.png,hftx,62,0,False,recording_2022-08-17_trial2-arm
frame_0063.png,hftx,63,0,False,recording_2022-08-17_trial2-arm
frame_0064.png,hftx,64,0,False,recording_2022-08-17_trial2-arm
